Ref,Val,Package,PosX,PosY,Rot,Side
"J1","IN","JST_PH_S3B-PH-SM4-TB_1x03-1MP_P2.00mm_Horizontal",80.800000,-21.700000,349.000000,bottom
"J2","IN","JST_PH_S3B-PH-SM4-TB_1x03-1MP_P2.00mm_Horizontal",21.700000,-81.400000,101.000000,bottom
